observable,z,n,partition_seed,fold
charge_radius,36,51,1,4
charge_radius,36,52,1,4
charge_radius,36,53,1,3
charge_radius,36,54,1,1
charge_radius,36,55,1,2
charge_radius,36,56,1,1
charge_radius,36,57,1,1
charge_radius,36,58,1,3
charge_radius,36,59,1,3
charge_radius,36,60,1,3
charge_radius,37,39,1,1
charge_radius,37,40,1,4
charge_radius,37,41,1,4
charge_radius,37,42,1,2
charge_radius,37,43,1,3
charge_radius,37,44,1,4
charge_radius,37,45,1,3
charge_radius,37,46,1,1
charge_radius,37,47,1,1
charge_radius,37,48,1,0
charge_radius,37,49,1,4
charge_radius,37,50,1,3
charge_radius,37,51,1,4
charge_radius,37,52,1,4
charge_radius,37,53,1,2
charge_radius,37,54,1,0
charge_radius,37,55,1,4
charge_radius,37,56,1,2
charge_radius,37,57,1,2
charge_radius,37,58,1,3
charge_radius,37,59,1,1
charge_radius,37,60,1,1
charge_radius,37,61,1,1
charge_radius,38,39,1,2
charge_radius,38,40,1,3
charge_radius,38,41,1,3
charge_radius,38,42,1,2
charge_radius,38,43,1,4
charge_radius,38,44,1,3
charge_radius,38,45,1,2
charge_radius,38,46,1,3
charge_radius,38,47,1,4
charge_radius,38,48,1,3
charge_radius,38,49,1,1
charge_radius,38,50,1,1
charge_radius,38,51,1,3
charge_radius,38,52,1,0
charge_radius,38,53,1,4
charge_radius,38,54,1,2
charge_radius,38,55,1,4
charge_radius,38,56,1,2
charge_radius,38,57,1,0
charge_radius,38,58,1,0
charge_radius,38,59,1,3
charge_radius,38,60,1,4
charge_radius,38,61,1,1
charge_radius,38,62,1,0
charge_radius,39,47,1,2
charge_radius,39,48,1,0
charge_radius,39,49,1,3
charge_radius,39,50,1,0
charge_radius,39,51,1,4
charge_radius,39,53,1,2
charge_radius,39,54,1,2
charge_radius,39,55,1,4
charge_radius,39,56,1,0
charge_radius,39,57,1,0
charge_radius,39,58,1,4
charge_radius,39,59,1,2
charge_radius,39,60,1,4
charge_radius,39,61,1,3
charge_radius,39,62,1,2
charge_radius,39,63,1,0
charge_radius,40,47,1,1
charge_radius,40,48,1,2
charge_radius,40,49,1,1
charge_radius,40,50,1,0
charge_radius,40,51,1,3
charge_radius,40,52,1,0
charge_radius,40,54,1,3
charge_radius,40,56,1,4
charge_radius,40,57,1,4
charge_radius,40,58,1,3
charge_radius,40,59,1,3
charge_radius,40,60,1,3
charge_radius,40,61,1,1
charge_radius,40,62,1,4
charge_radius,41,49,1,0
charge_radius,41,50,1,2
charge_radius,41,51,1,0
charge_radius,41,52,1,3
charge_radius,41,58,1,2
charge_radius,41,60,1,1
charge_radius,41,62,1,3
charge_radius,42,48,1,0
charge_radius,42,49,1,1
charge_radius,42,50,1,2
charge_radius,42,52,1,1
charge_radius,42,53,1,2
charge_radius,42,54,1,0
charge_radius,42,55,1,3
charge_radius,42,56,1,3
charge_radius,42,58,1,4
charge_radius,42,60,1,2
charge_radius,42,61,1,1
charge_radius,42,62,1,3
charge_radius,42,63,1,4
charge_radius,42,64,1,2
charge_radius,42,66,1,2
charge_radius,44,52,1,0
charge_radius,44,54,1,1
charge_radius,44,55,1,3
charge_radius,44,56,1,1
charge_radius,44,57,1,0
charge_radius,44,58,1,4
charge_radius,44,60,1,1
charge_radius,45,58,1,0
charge_radius,46,56,1,1
charge_radius,46,58,1,1
charge_radius,46,59,1,1
charge_radius,46,60,1,3
charge_radius,46,62,1,2
charge_radius,46,64,1,3
charge_radius,47,54,1,4
charge_radius,47,56,1,4
charge_radius,47,57,1,4
charge_radius,47,58,1,1
charge_radius,47,60,1,3
charge_radius,47,62,1,0
charge_radius,48,54,1,0
charge_radius,48,55,1,2
charge_radius,48,56,1,2
charge_radius,48,57,1,2
charge_radius,48,58,1,1
charge_radius,48,59,1,4
charge_radius,48,60,1,4
charge_radius,48,61,1,1
charge_radius,48,62,1,4
charge_radius,48,63,1,2
charge_radius,48,64,1,0
charge_radius,48,65,1,4
charge_radius,48,66,1,3
charge_radius,48,67,1,3
charge_radius,48,68,1,2
charge_radius,48,69,1,1
charge_radius,48,70,1,1
charge_radius,48,72,1,3
charge_radius,49,55,1,4
charge_radius,49,56,1,1
charge_radius,49,57,1,4
charge_radius,49,58,1,4
charge_radius,49,59,1,2
charge_radius,49,60,1,4
charge_radius,49,61,1,4
charge_radius,49,62,1,2
charge_radius,49,63,1,2
charge_radius,49,64,1,1
charge_radius,49,65,1,0
charge_radius,49,66,1,3
charge_radius,49,67,1,4
charge_radius,49,68,1,0
charge_radius,49,69,1,3
charge_radius,49,70,1,0
charge_radius,49,71,1,2
charge_radius,49,72,1,2
charge_radius,49,73,1,0
charge_radius,49,74,1,3
charge_radius,49,75,1,3
charge_radius,49,76,1,4
charge_radius,49,77,1,0
charge_radius,49,78,1,1
charge_radius,50,58,1,3
charge_radius,50,59,1,0
charge_radius,50,60,1,4
charge_radius,50,61,1,3
charge_radius,50,62,1,2
charge_radius,50,63,1,1
charge_radius,50,64,1,2
charge_radius,50,65,1,0
charge_radius,50,66,1,3
charge_radius,50,67,1,0
charge_radius,50,68,1,2
charge_radius,50,69,1,0
charge_radius,50,70,1,2
charge_radius,50,71,1,4
charge_radius,50,72,1,0
charge_radius,50,73,1,3
charge_radius,50,74,1,4
charge_radius,50,75,1,4
charge_radius,50,76,1,1
charge_radius,50,77,1,4
charge_radius,50,78,1,0
charge_radius,50,79,1,4
charge_radius,50,80,1,3
charge_radius,50,81,1,2
charge_radius,50,82,1,3
charge_radius,51,70,1,3
charge_radius,51,72,1,3
charge_radius,52,64,1,4
charge_radius,52,66,1,3
charge_radius,52,68,1,1
charge_radius,52,70,1,3
charge_radius,52,71,1,0
charge_radius,52,72,1,4
charge_radius,52,73,1,2
charge_radius,52,74,1,2
charge_radius,52,76,1,2
charge_radius,52,78,1,4
charge_radius,52,80,1,3
charge_radius,52,82,1,4
charge_radius,52,84,1,0
charge_radius,53,74,1,0
charge_radius,54,62,1,1
charge_radius,54,64,1,3
charge_radius,54,66,1,2
charge_radius,54,68,1,0
charge_radius,54,70,1,0
charge_radius,54,72,1,1
charge_radius,54,73,1,2
charge_radius,54,74,1,4
charge_radius,54,75,1,1
charge_radius,54,76,1,0
charge_radius,54,77,1,3
charge_radius,54,78,1,2
charge_radius,54,79,1,0
charge_radius,54,80,1,1
charge_radius,54,82,1,0
charge_radius,54,83,1,4
charge_radius,54,84,1,4
charge_radius,54,85,1,2
charge_radius,54,86,1,1
charge_radius,54,87,1,2
charge_radius,54,88,1,2
charge_radius,54,89,1,3
charge_radius,54,90,1,1
charge_radius,54,92,1,1
charge_radius,55,63,1,3
charge_radius,55,64,1,1
charge_radius,55,65,1,4
charge_radius,55,66,1,0
charge_radius,55,67,1,4
charge_radius,55,68,1,1
charge_radius,55,69,1,1
charge_radius,55,70,1,1
charge_radius,55,71,1,2
charge_radius,55,72,1,2
charge_radius,55,73,1,1
charge_radius,55,74,1,3
charge_radius,55,75,1,2
charge_radius,55,76,1,2
charge_radius,55,77,1,2
charge_radius,55,78,1,3
charge_radius,55,79,1,4
charge_radius,55,80,1,1
charge_radius,55,81,1,2
charge_radius,55,82,1,3
charge_radius,55,83,1,0
charge_radius,55,84,1,2
charge_radius,55,85,1,4
charge_radius,55,86,1,1
charge_radius,55,87,1,2
charge_radius,55,88,1,4
charge_radius,55,89,1,3
charge_radius,55,90,1,1
charge_radius,55,91,1,4
charge_radius,56,64,1,2
charge_radius,56,65,1,2
charge_radius,56,66,1,2
charge_radius,56,67,1,2
charge_radius,56,68,1,4
charge_radius,56,69,1,2
charge_radius,56,70,1,2
charge_radius,56,71,1,4
charge_radius,56,72,1,2
charge_radius,56,73,1,0
charge_radius,56,74,1,0
charge_radius,56,75,1,4
charge_radius,56,76,1,3
charge_radius,56,77,1,3
charge_radius,56,78,1,0
charge_radius,56,79,1,3
charge_radius,56,80,1,3
charge_radius,56,81,1,0
charge_radius,56,82,1,1
charge_radius,56,83,1,3
charge_radius,56,84,1,1
charge_radius,56,85,1,1
charge_radius,56,86,1,4
charge_radius,56,87,1,3
charge_radius,56,88,1,4
charge_radius,56,89,1,2
charge_radius,56,90,1,3
charge_radius,56,92,1,0
charge_radius,57,78,1,1
charge_radius,57,80,1,3
charge_radius,57,81,1,3
charge_radius,57,82,1,3
charge_radius,58,78,1,1
charge_radius,58,80,1,0
charge_radius,58,82,1,0
charge_radius,58,84,1,1
charge_radius,58,86,1,0
charge_radius,58,88,1,4
charge_radius,58,90,1,2
charge_radius,59,82,1,1
charge_radius,60,72,1,2
charge_radius,60,74,1,0
charge_radius,60,75,1,0
charge_radius,60,76,1,1
charge_radius,60,77,1,3
charge_radius,60,78,1,1
charge_radius,60,79,1,3
charge_radius,60,80,1,3
charge_radius,60,81,1,2
charge_radius,60,82,1,0
charge_radius,60,83,1,3
charge_radius,60,84,1,2
charge_radius,60,85,1,2
charge_radius,60,86,1,2
charge_radius,60,88,1,2
charge_radius,60,90,1,1
charge_radius,62,76,1,3
charge_radius,62,77,1,3
charge_radius,62,78,1,0
charge_radius,62,79,1,1
charge_radius,62,80,1,4
charge_radius,62,81,1,0
charge_radius,62,82,1,4
charge_radius,62,83,1,2
charge_radius,62,84,1,3
charge_radius,62,85,1,2
charge_radius,62,86,1,3
charge_radius,62,87,1,4
charge_radius,62,88,1,3
charge_radius,62,89,1,1
charge_radius,62,90,1,1
charge_radius,62,91,1,3
charge_radius,62,92,1,4
charge_radius,63,74,1,1
charge_radius,63,75,1,4
charge_radius,63,76,1,4
charge_radius,63,77,1,4
charge_radius,63,78,1,4
charge_radius,63,79,1,1
charge_radius,63,80,1,0
charge_radius,63,81,1,2
charge_radius,63,82,1,3
charge_radius,63,83,1,4
charge_radius,63,84,1,3
charge_radius,63,85,1,4
charge_radius,63,86,1,0
charge_radius,63,87,1,0
charge_radius,63,88,1,1
charge_radius,63,89,1,1
charge_radius,63,90,1,2
charge_radius,63,91,1,0
charge_radius,63,92,1,4
charge_radius,63,93,1,2
charge_radius,63,94,1,2
charge_radius,63,95,1,2
charge_radius,63,96,1,4
charge_radius,64,81,1,4
charge_radius,64,82,1,1
charge_radius,64,84,1,4
charge_radius,64,86,1,0
charge_radius,64,88,1,0
charge_radius,64,90,1,0
charge_radius,64,91,1,0
charge_radius,64,92,1,4
charge_radius,64,93,1,1
charge_radius,64,94,1,3
charge_radius,64,96,1,3
charge_radius,65,82,1,0
charge_radius,65,83,1,1
charge_radius,65,84,1,4
charge_radius,65,85,1,2
charge_radius,65,86,1,4
charge_radius,65,87,1,2
charge_radius,65,88,1,0
charge_radius,65,89,1,4
charge_radius,65,90,1,1
charge_radius,65,92,1,0
charge_radius,65,94,1,0
charge_radius,66,80,1,0
charge_radius,66,82,1,4
charge_radius,66,83,1,4
charge_radius,66,84,1,4
charge_radius,66,85,1,0
charge_radius,66,86,1,1
charge_radius,66,87,1,2
charge_radius,66,88,1,1
charge_radius,66,89,1,3
charge_radius,66,90,1,0
charge_radius,66,91,1,1
charge_radius,66,92,1,2
charge_radius,66,93,1,3
charge_radius,66,94,1,1
charge_radius,66,95,1,3
charge_radius,66,96,1,2
charge_radius,66,97,1,2
charge_radius,66,98,1,1
charge_radius,67,84,1,1
charge_radius,67,85,1,2
charge_radius,67,86,1,4
charge_radius,67,87,1,3
charge_radius,67,88,1,4
charge_radius,67,89,1,0
charge_radius,67,90,1,3
charge_radius,67,91,1,0
charge_radius,67,92,1,1
charge_radius,67,93,1,3
charge_radius,67,94,1,0
charge_radius,67,95,1,0
charge_radius,67,96,1,4
charge_radius,67,98,1,0
charge_radius,68,82,1,2
charge_radius,68,84,1,3
charge_radius,68,86,1,3
charge_radius,68,88,1,3
charge_radius,68,90,1,4
charge_radius,68,92,1,2
charge_radius,68,94,1,0
charge_radius,68,96,1,2
charge_radius,68,98,1,0
charge_radius,68,99,1,0
charge_radius,68,100,1,2
charge_radius,68,102,1,0
charge_radius,69,84,1,3
charge_radius,69,85,1,3
charge_radius,69,87,1,1
charge_radius,69,88,1,0
charge_radius,69,89,1,1
charge_radius,69,90,1,4
charge_radius,69,91,1,4
charge_radius,69,92,1,1
charge_radius,69,93,1,4
charge_radius,69,94,1,1
charge_radius,69,95,1,4
charge_radius,69,96,1,1
charge_radius,69,97,1,4
charge_radius,69,98,1,4
charge_radius,69,99,1,0
charge_radius,69,100,1,0
charge_radius,69,101,1,4
charge_radius,69,102,1,2
charge_radius,69,103,1,2
charge_radius,70,82,1,3
charge_radius,70,84,1,0
charge_radius,70,85,1,3
charge_radius,70,86,1,2
charge_radius,70,87,1,2
charge_radius,70,88,1,4
charge_radius,70,89,1,0
charge_radius,70,90,1,1
charge_radius,70,91,1,4
charge_radius,70,92,1,0
charge_radius,70,93,1,1
charge_radius,70,94,1,4
charge_radius,70,95,1,0
charge_radius,70,96,1,4
charge_radius,70,97,1,2
charge_radius,70,98,1,1
charge_radius,70,99,1,3
charge_radius,70,100,1,2
charge_radius,70,101,1,2
charge_radius,70,102,1,2
charge_radius,70,103,1,4
charge_radius,70,104,1,3
charge_radius,70,105,1,0
charge_radius,70,106,1,1
charge_radius,71,90,1,2
charge_radius,71,91,1,0
charge_radius,71,92,1,1
charge_radius,71,93,1,0
charge_radius,71,94,1,0
charge_radius,71,95,1,2
charge_radius,71,96,1,0
charge_radius,71,97,1,4
charge_radius,71,98,1,3
charge_radius,71,99,1,1
charge_radius,71,100,1,4
charge_radius,71,101,1,1
charge_radius,71,102,1,3
charge_radius,71,103,1,0
charge_radius,71,104,1,2
charge_radius,71,105,1,2
charge_radius,71,106,1,4
charge_radius,71,107,1,4
charge_radius,71,108,1,3
charge_radius,72,98,1,0
charge_radius,72,99,1,0
charge_radius,72,100,1,3
charge_radius,72,101,1,4
charge_radius,72,102,1,2
charge_radius,72,103,1,1
charge_radius,72,104,1,1
charge_radius,72,105,1,1
charge_radius,72,106,1,4
charge_radius,72,107,1,4
charge_radius,72,108,1,3
charge_radius,72,110,1,1
charge_radius,73,108,1,4
charge_radius,74,106,1,0
charge_radius,74,108,1,0
charge_radius,74,109,1,4
charge_radius,74,110,1,2
charge_radius,74,112,1,0
charge_radius,75,110,1,2
charge_radius,75,112,1,3
charge_radius,76,108,1,1
charge_radius,76,110,1,0
charge_radius,76,111,1,1
charge_radius,76,112,1,1
charge_radius,76,113,1,3
charge_radius,76,114,1,0
charge_radius,76,116,1,0
charge_radius,77,105,1,4
charge_radius,77,106,1,3
charge_radius,77,107,1,1
charge_radius,77,108,1,4
charge_radius,77,109,1,2
charge_radius,77,110,1,0
charge_radius,77,111,1,1
charge_radius,77,112,1,2
charge_radius,77,114,1,4
charge_radius,77,116,1,2
charge_radius,78,100,1,4
charge_radius,78,101,1,3
charge_radius,78,102,1,0
charge_radius,78,103,1,3
charge_radius,78,104,1,0
charge_radius,78,105,1,4
charge_radius,78,106,1,2
charge_radius,78,107,1,1
charge_radius,78,108,1,1
charge_radius,78,109,1,0
charge_radius,78,110,1,4
charge_radius,78,111,1,2
charge_radius,78,112,1,1
charge_radius,78,113,1,4
charge_radius,78,114,1,1
charge_radius,78,115,1,3
charge_radius,78,116,1,0
charge_radius,78,117,1,3
charge_radius,78,118,1,0
charge_radius,78,120,1,2
charge_radius,79,104,1,2
charge_radius,79,105,1,3
charge_radius,79,106,1,2
charge_radius,79,107,1,0
charge_radius,79,108,1,1
charge_radius,79,109,1,0
charge_radius,79,110,1,0
charge_radius,79,111,1,2
charge_radius,79,112,1,2
charge_radius,79,113,1,2
charge_radius,79,114,1,2
charge_radius,79,115,1,2
charge_radius,79,116,1,1
charge_radius,79,117,1,1
charge_radius,79,118,1,3
charge_radius,79,119,1,0
charge_radius,79,120,1,1
charge_radius,80,101,1,2
charge_radius,80,102,1,4
charge_radius,80,103,1,4
charge_radius,80,104,1,4
charge_radius,80,105,1,0
charge_radius,80,106,1,0
charge_radius,80,107,1,3
charge_radius,80,108,1,2
charge_radius,80,109,1,3
charge_radius,80,110,1,2
charge_radius,80,111,1,1
charge_radius,80,112,1,3
charge_radius,80,113,1,1
charge_radius,80,114,1,4
charge_radius,80,115,1,4
charge_radius,80,116,1,4
charge_radius,80,117,1,2
charge_radius,80,118,1,2
charge_radius,80,119,1,0
charge_radius,80,120,1,0
charge_radius,80,121,1,4
charge_radius,80,122,1,0
charge_radius,80,123,1,4
charge_radius,80,124,1,4
charge_radius,80,125,1,0
charge_radius,80,126,1,3
charge_radius,81,107,1,3
charge_radius,81,109,1,1
charge_radius,81,110,1,2
charge_radius,81,111,1,1
charge_radius,81,112,1,1
charge_radius,81,113,1,2
charge_radius,81,114,1,3
charge_radius,81,115,1,0
charge_radius,81,116,1,1
charge_radius,81,117,1,0
charge_radius,81,118,1,4
charge_radius,81,119,1,3
charge_radius,81,120,1,1
charge_radius,81,121,1,4
charge_radius,81,122,1,0
charge_radius,81,123,1,3
charge_radius,81,124,1,0
charge_radius,81,126,1,2
charge_radius,81,127,1,3
charge_radius,82,100,1,3
charge_radius,82,101,1,4
charge_radius,82,102,1,2
charge_radius,82,103,1,4
charge_radius,82,104,1,3
charge_radius,82,105,1,4
charge_radius,82,106,1,0
charge_radius,82,107,1,4
charge_radius,82,108,1,2
charge_radius,82,109,1,3
charge_radius,82,110,1,3
charge_radius,82,111,1,2
charge_radius,82,112,1,4
charge_radius,82,113,1,2
charge_radius,82,114,1,4
charge_radius,82,115,1,3
charge_radius,82,116,1,4
charge_radius,82,117,1,0
charge_radius,82,118,1,3
charge_radius,82,119,1,1
charge_radius,82,120,1,1
charge_radius,82,121,1,1
charge_radius,82,122,1,0
charge_radius,82,123,1,1
charge_radius,82,124,1,3
charge_radius,82,125,1,1
charge_radius,82,126,1,3
charge_radius,82,127,1,3
charge_radius,82,128,1,3
charge_radius,82,129,1,3
charge_radius,82,130,1,4
charge_radius,82,132,1,1
charge_radius,83,119,1,0
charge_radius,83,120,1,2
charge_radius,83,121,1,3
charge_radius,83,122,1,0
charge_radius,83,123,1,2
charge_radius,83,124,1,1
charge_radius,83,125,1,0
charge_radius,83,126,1,3
charge_radius,83,127,1,4
charge_radius,83,129,1,4
charge_radius,83,130,1,4
charge_radius,84,108,1,2
charge_radius,84,110,1,2
charge_radius,84,112,1,3
charge_radius,84,114,1,2
charge_radius,84,116,1,3
charge_radius,84,118,1,3
charge_radius,84,120,1,2
charge_radius,84,121,1,2
charge_radius,84,122,1,2
charge_radius,84,123,1,2
charge_radius,84,124,1,4
charge_radius,84,125,1,0
charge_radius,84,126,1,4
charge_radius,84,132,1,3
charge_radius,84,134,1,1
charge_radius,86,116,1,0
charge_radius,86,118,1,1
charge_radius,86,119,1,2
charge_radius,86,120,1,1
charge_radius,86,121,1,3
charge_radius,86,122,1,0
charge_radius,86,123,1,4
charge_radius,86,124,1,1
charge_radius,86,125,1,3
charge_radius,86,126,1,4
charge_radius,86,132,1,1
charge_radius,86,133,1,0
charge_radius,86,134,1,1
charge_radius,86,135,1,1
charge_radius,86,136,1,1
charge_radius,87,120,1,4
charge_radius,87,121,1,4
charge_radius,87,122,1,4
charge_radius,87,123,1,0
charge_radius,87,124,1,1
charge_radius,87,125,1,4
charge_radius,87,126,1,0
charge_radius,87,133,1,4
charge_radius,87,134,1,1
charge_radius,87,135,1,1
charge_radius,87,136,1,4
charge_radius,87,137,1,1
charge_radius,87,138,1,2
charge_radius,87,139,1,3
charge_radius,87,140,1,2
charge_radius,87,141,1,2
charge_radius,88,120,1,4
charge_radius,88,121,1,0
charge_radius,88,122,1,2
charge_radius,88,123,1,4
charge_radius,88,124,1,2
charge_radius,88,125,1,4
charge_radius,88,126,1,0
charge_radius,88,132,1,1
charge_radius,88,133,1,2
charge_radius,88,134,1,2
charge_radius,88,135,1,1
charge_radius,88,136,1,4
charge_radius,88,137,1,3
charge_radius,88,138,1,1
charge_radius,88,139,1,3
charge_radius,88,140,1,0
charge_radius,88,141,1,0
charge_radius,88,142,1,0
charge_radius,88,144,1,3
charge_radius,90,137,1,1
charge_radius,90,138,1,0
charge_radius,90,139,1,4
charge_radius,90,140,1,1
charge_radius,90,142,1,3
charge_radius,92,141,1,2
charge_radius,92,142,1,1
charge_radius,92,143,1,0
charge_radius,92,144,1,1
charge_radius,92,146,1,0
charge_radius,94,144,1,0
charge_radius,94,145,1,4
charge_radius,94,146,1,3
charge_radius,94,147,1,3
charge_radius,94,148,1,0
charge_radius,94,150,1,3
charge_radius,95,146,1,3
charge_radius,95,148,1,2
charge_radius,96,146,1,4
charge_radius,96,148,1,0
charge_radius,96,149,1,1
charge_radius,96,150,1,3
charge_radius,96,152,1,3
charge_radius,11,11,2,4
charge_radius,11,12,2,0
charge_radius,11,13,2,2
charge_radius,11,14,2,1
charge_radius,11,15,2,2
charge_radius,11,16,2,2
charge_radius,11,17,2,3
charge_radius,11,18,2,0
charge_radius,11,19,2,4
charge_radius,11,20,2,3
charge_radius,12,12,2,0
charge_radius,12,13,2,3
charge_radius,12,14,2,1
charge_radius,13,14,2,1
charge_radius,14,14,2,2
charge_radius,14,15,2,0
charge_radius,14,16,2,1
charge_radius,15,16,2,3
charge_radius,16,16,2,0
charge_radius,16,18,2,4
charge_radius,16,20,2,0
charge_radius,17,18,2,4
charge_radius,17,20,2,0
charge_radius,18,14,2,2
charge_radius,18,15,2,2
charge_radius,18,16,2,2
charge_radius,18,17,2,4
charge_radius,18,18,2,3
charge_radius,18,19,2,2
charge_radius,18,20,2,1
charge_radius,18,21,2,0
charge_radius,18,22,2,4
charge_radius,18,23,2,1
charge_radius,18,24,2,3
charge_radius,18,25,2,4
charge_radius,18,26,2,2
charge_radius,18,28,2,3
charge_radius,19,19,2,0
charge_radius,19,20,2,2
charge_radius,19,21,2,3
charge_radius,19,22,2,1
charge_radius,19,23,2,2
charge_radius,19,24,2,1
charge_radius,19,25,2,4
charge_radius,19,26,2,3
charge_radius,19,27,2,3
charge_radius,19,28,2,4
charge_radius,20,19,2,4
charge_radius,20,20,2,1
charge_radius,20,21,2,4
charge_radius,20,22,2,4
charge_radius,20,23,2,4
charge_radius,20,24,2,2
charge_radius,20,25,2,2
charge_radius,20,26,2,2
charge_radius,20,27,2,1
charge_radius,20,28,2,4
charge_radius,20,30,2,3
charge_radius,21,21,2,1
charge_radius,21,22,2,4
charge_radius,21,23,2,2
charge_radius,21,24,2,4
charge_radius,21,25,2,0
charge_radius,22,22,2,4
charge_radius,22,23,2,3
charge_radius,22,24,2,0
charge_radius,22,25,2,2
charge_radius,22,26,2,0
charge_radius,22,27,2,0
charge_radius,22,28,2,2
charge_radius,23,28,2,0
charge_radius,24,26,2,2
charge_radius,24,28,2,1
charge_radius,24,29,2,2
charge_radius,24,30,2,0
charge_radius,25,25,2,4
charge_radius,25,26,2,2
charge_radius,25,27,2,0
charge_radius,25,28,2,2
charge_radius,25,29,2,3
charge_radius,25,30,2,0
charge_radius,25,31,2,4
charge_radius,26,28,2,3
charge_radius,26,30,2,4
charge_radius,26,31,2,1
charge_radius,26,32,2,3
charge_radius,27,32,2,4
charge_radius,28,30,2,3
charge_radius,28,32,2,4
charge_radius,28,33,2,0
charge_radius,28,34,2,1
charge_radius,28,36,2,2
charge_radius,29,34,2,3
charge_radius,29,36,2,3
charge_radius,30,34,2,2
charge_radius,30,36,2,3
charge_radius,30,37,2,4
charge_radius,30,38,2,4
charge_radius,30,40,2,3
charge_radius,31,38,2,0
charge_radius,31,40,2,2
charge_radius,32,38,2,0
charge_radius,32,40,2,4
charge_radius,32,41,2,2
charge_radius,32,42,2,3
charge_radius,32,44,2,3
charge_radius,33,42,2,3
charge_radius,34,40,2,0
charge_radius,34,42,2,1
charge_radius,34,43,2,0
charge_radius,34,44,2,2
charge_radius,34,46,2,1
charge_radius,34,48,2,2
charge_radius,35,44,2,1
charge_radius,35,46,2,2
charge_radius,36,36,2,3
charge_radius,36,38,2,1
charge_radius,36,39,2,1
charge_radius,36,40,2,2
charge_radius,36,41,2,1
charge_radius,36,42,2,1
charge_radius,36,43,2,4
charge_radius,36,44,2,4
charge_radius,36,45,2,1
charge_radius,36,46,2,4
charge_radius,36,47,2,4
charge_radius,36,48,2,1
charge_radius,36,49,2,3
charge_radius,36,50,2,0
charge_radius,36,51,2,1
charge_radius,36,52,2,1
charge_radius,36,53,2,2
charge_radius,36,54,2,4
charge_radius,36,55,2,3
charge_radius,36,56,2,2
charge_radius,36,57,2,4
charge_radius,36,58,2,2
charge_radius,36,59,2,0
charge_radius,36,60,2,4
charge_radius,37,39,2,2
charge_radius,37,40,2,3
charge_radius,37,41,2,0
charge_radius,37,42,2,0
charge_radius,37,43,2,0
charge_radius,37,44,2,3
charge_radius,37,45,2,3
charge_radius,37,46,2,0
charge_radius,37,47,2,3
charge_radius,37,48,2,4
charge_radius,37,49,2,3
charge_radius,37,50,2,2
charge_radius,37,51,2,3
charge_radius,37,52,2,0
charge_radius,37,53,2,3
charge_radius,37,54,2,2
charge_radius,37,55,2,2
charge_radius,37,56,2,1
charge_radius,37,57,2,1
charge_radius,37,58,2,0
charge_radius,37,59,2,2
charge_radius,37,60,2,1
charge_radius,37,61,2,1
charge_radius,38,39,2,3
charge_radius,38,40,2,1
charge_radius,38,41,2,0
charge_radius,38,42,2,2
charge_radius,38,43,2,2
charge_radius,38,44,2,2
charge_radius,38,45,2,4
charge_radius,38,46,2,0
charge_radius,38,47,2,3
charge_radius,38,48,2,1
charge_radius,38,49,2,0
charge_radius,38,50,2,2
charge_radius,38,51,2,1
charge_radius,38,52,2,0
charge_radius,38,53,2,1
charge_radius,38,54,2,1
charge_radius,38,55,2,1
charge_radius,38,56,2,0
charge_radius,38,57,2,1
charge_radius,38,58,2,1
charge_radius,38,59,2,0
charge_radius,38,60,2,0
charge_radius,38,61,2,3
charge_radius,38,62,2,0
charge_radius,39,47,2,3
charge_radius,39,48,2,4
charge_radius,39,49,2,2
charge_radius,39,50,2,3
charge_radius,39,51,2,3
charge_radius,39,53,2,3
charge_radius,39,54,2,0
charge_radius,39,55,2,1
charge_radius,39,56,2,2
charge_radius,39,57,2,4
charge_radius,39,58,2,3
charge_radius,39,59,2,0
charge_radius,39,60,2,0
charge_radius,39,61,2,0
charge_radius,39,62,2,2
charge_radius,39,63,2,4
charge_radius,40,47,2,2
charge_radius,40,48,2,1
charge_radius,40,49,2,1
charge_radius,40,50,2,0
charge_radius,40,51,2,1
charge_radius,40,52,2,4
charge_radius,40,54,2,3
charge_radius,40,56,2,0
charge_radius,40,57,2,3
charge_radius,40,58,2,4
charge_radius,40,59,2,0
charge_radius,40,60,2,0
charge_radius,40,61,2,2
charge_radius,40,62,2,3
charge_radius,41,49,2,2
charge_radius,41,50,2,2
charge_radius,41,51,2,4
charge_radius,41,52,2,4
charge_radius,41,58,2,3
charge_radius,41,60,2,1
charge_radius,41,62,2,2
charge_radius,42,48,2,2
charge_radius,42,49,2,4
charge_radius,42,50,2,1
charge_radius,42,52,2,1
charge_radius,42,53,2,0
charge_radius,42,54,2,3
charge_radius,42,55,2,3
charge_radius,42,56,2,1
charge_radius,42,58,2,1
charge_radius,42,60,2,0
charge_radius,42,61,2,3
charge_radius,42,62,2,3
charge_radius,42,63,2,2
charge_radius,42,64,2,0
charge_radius,42,66,2,3
charge_radius,44,52,2,4
charge_radius,44,54,2,2
charge_radius,44,55,2,1
charge_radius,44,56,2,2
charge_radius,44,57,2,2
charge_radius,44,58,2,3
charge_radius,44,60,2,2
charge_radius,45,58,2,4
charge_radius,46,56,2,2
charge_radius,46,58,2,2
charge_radius,46,59,2,0
charge_radius,46,60,2,2
charge_radius,46,62,2,1
charge_radius,46,64,2,0
charge_radius,47,54,2,3
charge_radius,47,56,2,3
charge_radius,47,57,2,3
charge_radius,47,58,2,4
charge_radius,47,60,2,3
charge_radius,47,62,2,0
charge_radius,48,54,2,1
